event_id,event_timestamp,insurance_type,region,policy_tier,event_channel,verification_mode,claim_stage,customer_age,annual_income,premium_amount,policy_duration_months,event_amount,historical_event_count,account_tenure_days,event_delay_days,supporting_doc_count,external_reference_score,geo_risk_index,behavioral_score,payment_irregularity_count,prior_escalations,digital_activity_score,asset_value_estimate,coverage_utilization_ratio,co_participant_count,network_trust_score,anomaly_indicator,historical_avg_amount,amount_deviation_ratio,response_latency_seconds,device_switch_count,profile_update_frequency,third_party_involvement,investigation_flag,sentiment_score,document_complexity_score,fraud_outcome,fraud_probability_percent
3109,26-02-2025 21:37,home,east,premium,web,hybrid,approved,62,775496,26419,10,291407,0,119,9,7,0.67,0.87,99.4,1,0,48,203948,0.11,3,0.69,0,192949,1.51,13,0,0,0,0,0.21,0.87,0,62
3110,26-02-2025 21:55,health,west,standard,web,hybrid,approved,59,504773,45651,7,100853,0,1266,20,1,0.83,0.29,57.6,0,1,49.9,995155,1.43,0,0.21,0,279517,0.36,242,1,0,0,0,0.45,0.4,0,32
3111,26-02-2025 22:08,health,north,basic,agent,manual,rejected,59,1039548,52391,25,398042,3,2919,8,6,0.4,0.37,35.1,2,0,63.9,165415,0.6,0,0.41,0,111172,3.58,231,2,0,0,0,-0.5,0.82,1,94
3112,26-02-2025 22:18,life,central,standard,branch,auto,rejected,20,1660263,10159,71,369134,1,1406,9,3,0.17,0.26,76,0,0,66.1,765337,1.37,0,0.43,0,182953,2.02,229,1,0,0,0,-0.69,0.35,0,7
3113,26-02-2025 22:25,education,south,standard,mobile_app,auto,rejected,72,363187,50224,109,115639,0,1105,64,8,0.14,0.35,,0,2,25.4,883640,1.12,0,0.34,0,58559,1.97,2,0,0,0,0,-0.66,0.58,0,65
3114,26-02-2025 22:41,education,north,premium,agent,hybrid,investigating,24,1602439,48417,65,357664,0,1703,12,4,0.19,0.32,0.1,0,0,52.2,53981,1.06,2,0.78,0,278832,1.28,230,1,0,1,0,0.06,0.84,0,38
3115,26-02-2025 22:51,agriculture,east,basic,mobile_app,auto,approved,27,1560397,63042,40,175815,3,166,41,7,0.7,0.55,,0,1,34.6,474785,0.22,2,0.5,0,247400,0.71,105,0,0,0,0,-0.94,0.37,0,48
3116,26-02-2025 23:01,business,north,premium,web,manual,under_review,38,1906309,22824,50,204840,1,1405,24,0,0.57,0.42,62.8,1,0,76.5,897249,0.3,1,0.67,0,258745,0.79,168,1,0,1,0,0.66,0.66,1,65
3117,26-02-2025 23:15,life,central,standard,agent,manual,investigating,74,376047,42963,25,71360,0,3978,,1,0.65,0.43,90,0,1,63.4,937688,0.44,3,0.7,0,252884,0.28,267,0,1,0,0,-0.38,0.19,0,58
3118,26-02-2025 23:31,warranty,east,standard,branch,auto,approved,52,1524874,72407,33,227884,1,3362,66,5,0.21,0.69,86.7,2,1,23,484718,0.13,2,0.65,0,166956,1.36,25,0,0,0,0,0.04,0.84,0,51
3119,26-02-2025 23:37,home,east,standard,agent,auto,under_review,25,603005,60785,16,124298,4,2175,26,8,0.97,0.5,43.8,1,0,55.4,931331,1.25,3,0.32,1,165740,0.75,278,1,2,0,0,0.47,0.25,0,12
3120,26-02-2025 23:53,home,central,standard,branch,hybrid,rejected,32,1963759,46979,63,455669,2,3905,22,6,0.22,0.68,62.7,1,2,33.6,970889,0.19,2,0.54,0,218630,2.08,197,0,2,0,0,0.12,0.18,0,53
3121,27-02-2025 00:02,agriculture,west,standard,web,hybrid,submitted,67,360104,20260,56,159315,0,1941,4,3,0.32,0.85,93.4,0,1,78.8,453431,0.36,2,0.41,0,56147,2.84,126,0,0,0,0,0.76,0.82,0,47
3122,27-02-2025 00:13,warranty,central,basic,agent,manual,approved,49,889947,5864,24,313771,2,350,59,8,0.66,0.75,97.7,0,0,62.9,201385,0.76,0,0.33,0,204485,1.53,228,1,0,1,0,0.04,0.47,0,35
3123,27-02-2025 00:32,life,south,premium,mobile_app,manual,investigating,26,1959255,50856,37,140182,1,111,20,6,0.97,0.56,5.3,0,2,86.9,861884,1.5,0,0.59,0,140852,1,47,1,1,1,0,-0.85,0.2,0,22
3124,27-02-2025 00:39,health,south,standard,branch,auto,submitted,73,1666928,41245,116,21604,2,919,34,9,0.72,0.4,9.6,0,0,43,379477,1.39,3,0.62,1,158309,0.14,10,2,0,1,0,-0.24,0.52,0,11
3125,27-02-2025 00:52,health,east,basic,web,auto,submitted,70,1916933,17626,87,105566,1,703,74,9,0.69,0.39,93.8,3,0,19.6,145633,1.05,3,0.32,0,52365,2.02,153,0,0,0,0,-0.44,0.85,0,31
3126,27-02-2025 01:06,home,south,standard,agent,hybrid,rejected,55,982637,34472,80,324415,4,3053,42,9,0.3,0.8,59,0,0,20.6,709069,0.65,2,0.85,1,266251,1.22,279,0,0,0,0,0.73,0.97,1,80
3127,27-02-2025 01:14,home,west,premium,mobile_app,hybrid,approved,71,1834742,45984,88,463248,0,497,36,7,0.28,0.18,83,0,0,28.1,937957,1.37,2,0.41,0,58271,7.95,283,0,1,1,1,-0.18,0.95,1,77
3128,27-02-2025 01:24,warranty,north,standard,branch,manual,rejected,20,1232840,7653,35,80835,2,2800,57,9,0.28,0.56,85.2,2,1,55.2,734991,1.41,3,0.6,1,234816,0.34,24,1,2,1,0,-0.76,0.38,0,47
3129,27-02-2025 01:43,life,east,basic,mobile_app,auto,under_review,74,1513828,15207,107,496075,3,3403,43,3,0.82,0.24,74.8,1,0,59.7,217827,0.59,2,0.6,0,118581,4.18,43,0,0,1,1,0.16,0.99,1,68
3130,27-02-2025 01:56,home,south,basic,mobile_app,auto,under_review,36,562629,26532,86,378942,3,3256,32,3,0.01,0.5,77.6,0,0,61.6,674391,0.13,3,0.54,1,175278,2.16,154,3,1,0,0,0.85,0.95,1,65
3131,27-02-2025 02:08,vehicle,central,premium,branch,hybrid,approved,51,,14380,75,211800,2,940,39,0,0.76,0.52,17.8,0,1,47.7,573550,0.26,3,0.69,1,96298,2.2,205,3,0,1,0,0.66,0.59,0,3
3132,27-02-2025 02:14,vehicle,west,standard,mobile_app,manual,rejected,26,258920,52398,33,391514,3,3177,16,3,0.74,0.23,86,1,0,19.6,310567,0.28,0,0.86,0,148699,2.63,185,1,2,0,0,0.55,0.89,0,16
3133,27-02-2025 02:26,education,north,premium,mobile_app,manual,submitted,46,201858,5551,33,213970,3,1330,30,9,0.88,0.29,89.2,0,0,89.1,934067,0.72,1,0.36,0,123701,1.73,278,1,0,0,0,-0.91,0.68,0,34
3134,27-02-2025 02:44,warranty,central,premium,agent,hybrid,under_review,34,1105493,61900,82,380850,1,2358,20,0,0.45,0.66,18.3,2,0,37.5,487069,1.12,2,0.79,0,291751,1.31,273,1,1,1,0,0.86,0.57,0,1
3135,27-02-2025 02:54,home,west,premium,branch,manual,under_review,56,454211,70839,58,371727,0,523,16,3,0.6,0.23,31.2,0,1,43.7,961613,1.43,2,0.27,0,134545,2.76,243,1,1,1,0,-0.14,0.72,0,25
3136,27-02-2025 03:02,agriculture,central,premium,mobile_app,hybrid,under_review,68,394113,39471,54,26904,0,1505,27,5,0.3,0.44,66.1,0,0,41.7,753143,1.11,2,0.47,0,80543,0.33,299,1,0,0,0,0.16,0.82,0,25
3137,27-02-2025 03:16,education,north,standard,agent,hybrid,investigating,61,1207157,72313,44,424502,1,2578,11,2,0.43,0.2,25.7,1,1,74.9,766227,1.14,3,0.33,0,176952,2.4,277,0,0,0,0,0.47,0.41,0,66
3138,27-02-2025 03:29,home,west,standard,mobile_app,hybrid,investigating,44,1013767,40732,17,220029,0,2179,36,5,0.92,0.68,77.4,0,0,80.5,76079,1.27,1,0.37,0,35812,6.14,95,1,0,0,1,0.76,0.42,0,14
3139,27-02-2025 03:44,warranty,west,basic,mobile_app,hybrid,under_review,26,230335,20004,14,453227,1,185,38,6,0.18,0.88,95.6,1,1,15.8,159725,0.16,3,0.41,0,221122,2.05,123,5,0,0,0,-0.21,0.49,1,98
3140,27-02-2025 03:56,vehicle,east,premium,branch,hybrid,investigating,52,1648145,12415,25,360651,2,3502,61,4,0.66,0.47,56.2,0,0,16.1,408913,0.19,2,0.32,1,224390,1.61,64,2,1,0,0,-0.76,0.76,0,10
3141,27-02-2025 04:01,business,north,standard,agent,manual,under_review,22,1887504,65259,14,19177,7,1512,3,3,0.98,0.87,45.7,1,0,56.9,483800,0.13,0,0.29,0,168211,0.11,103,1,1,0,0,0.14,0.88,1,77
3142,27-02-2025 04:18,life,west,premium,branch,auto,approved,53,1591282,28948,59,436824,3,2259,20,5,0.41,0.82,77.1,0,1,30.2,461723,0.5,1,0.64,1,77577,5.63,5,0,1,0,0,0.48,0.69,1,90
3143,27-02-2025 04:28,health,west,basic,branch,manual,investigating,49,1890847,71629,110,26228,0,3382,64,7,0.26,0.38,18.6,0,1,61.8,604728,0.49,0,0.87,0,174675,0.15,221,1,0,0,0,-0.74,0.77,0,58
3144,27-02-2025 04:38,business,central,premium,web,hybrid,submitted,71,1091303,41736,99,372385,2,1495,84,4,0.37,0.84,52.4,2,1,78.8,447275,0.49,3,0.32,0,216196,1.72,111,1,0,0,0,-0.3,0.55,1,98
3145,27-02-2025 04:52,health,north,premium,mobile_app,auto,investigating,65,553126,6144,14,145498,0,3659,58,4,0.85,0.52,,1,1,76.8,96383,1.16,2,0.91,0,239570,0.61,190,2,1,0,0,0.05,0.66,0,36
3146,27-02-2025 05:03,warranty,central,basic,web,auto,investigating,41,1609988,64144,94,177478,4,2919,39,5,0.53,0.54,,0,0,25.1,856241,0.62,2,0.78,0,123619,1.44,283,0,0,1,0,0.45,0.88,0,8
3147,27-02-2025 05:16,agriculture,east,premium,mobile_app,manual,investigating,52,1207273,34665,104,226218,2,658,73,1,0.55,0.62,62.8,0,0,63.2,788796,0.77,2,0.3,0,258327,0.88,263,0,1,0,0,0.1,0.88,0,39
3148,27-02-2025 05:27,home,east,standard,mobile_app,manual,under_review,59,783516,20325,68,379590,2,3783,33,7,0.75,0.4,15.6,1,0,84.9,593488,0.35,2,0.94,0,189901,2,162,1,0,1,0,-0.83,0.53,0,43
3149,27-02-2025 05:40,health,south,standard,mobile_app,hybrid,submitted,46,548414,44380,97,473483,1,3279,58,4,0.75,0.88,94.8,1,0,70.8,305187,1.34,1,0.25,0,24081,19.66,28,1,0,1,0,-0.46,0.79,1,90
3150,27-02-2025 05:50,warranty,west,basic,agent,hybrid,under_review,44,1501414,60577,92,366480,1,2397,32,3,0.32,0.11,57.6,0,0,14.1,430444,0.49,0,0.21,0,83556,4.39,69,2,0,0,0,0.15,0.33,1,80
3151,27-02-2025 06:01,education,east,basic,mobile_app,hybrid,rejected,64,1399363,77677,26,300103,1,96,71,5,0.86,0.55,1.4,0,0,30.3,802570,1.09,0,0.55,0,17543,17.11,256,0,0,0,0,-0.45,0.54,1,100
3152,27-02-2025 06:17,vehicle,north,basic,web,hybrid,under_review,54,798101,66440,82,88822,0,1836,66,4,0.17,0.25,5.9,0,0,90.4,891738,1.16,2,0.94,0,181074,0.49,231,0,0,1,0,0.89,0.12,1,81
3153,27-02-2025 06:24,home,south,premium,web,manual,rejected,19,1285350,15640,17,199151,0,2504,72,5,0.81,0.29,78.8,0,1,17.7,401104,0.88,1,0.4,0,159306,1.25,228,0,3,0,1,-0.37,0.6,0,24
3154,27-02-2025 06:40,vehicle,west,basic,agent,auto,investigating,61,1337040,69029,26,375764,1,1303,,5,0.66,0.34,94.2,0,0,17.5,658795,0.49,0,0.52,0,263168,1.43,104,3,0,0,0,-0.79,0.58,0,27
3155,27-02-2025 06:53,vehicle,west,premium,mobile_app,manual,investigating,31,1106470,68998,41,316963,2,432,18,6,0.36,0.33,,0,2,37.8,894864,0.62,0,0.24,1,114788,2.76,90,1,0,1,0,0.05,0.15,1,94
3156,27-02-2025 07:03,home,central,standard,branch,manual,approved,70,1451180,63148,49,370413,1,1471,66,6,0.7,0.72,53.7,0,1,88.3,76572,0.12,0,0.81,1,157959,2.34,21,0,0,0,0,-0.74,0.62,0,53
3157,27-02-2025 07:14,business,west,premium,mobile_app,auto,submitted,61,1857344,36059,48,239177,1,3553,89,3,0.95,0.76,34.2,0,0,25.2,754374,0.68,3,0.7,0,274199,0.87,34,3,0,1,0,0.33,0.94,0,32
3158,27-02-2025 07:32,home,east,basic,agent,auto,rejected,21,1314796,29474,54,12097,2,1428,13,5,0.28,0.35,59.9,0,0,30,289608,1.3,1,0.84,0,269996,0.04,230,2,0,1,0,-0.93,0.85,0,49
3159,27-02-2025 07:44,health,west,standard,agent,hybrid,investigating,18,624168,13528,15,406852,4,3613,81,8,0.19,0.85,,1,0,84.4,573544,0.67,2,0.31,0,257838,1.58,80,4,1,1,1,-0.95,0.15,0,65
3160,27-02-2025 07:55,health,central,standard,branch,hybrid,rejected,24,1223406,18279,42,93243,3,2781,73,0,0.51,0.9,84.7,0,0,72.2,836553,0.44,1,0.63,1,278425,0.33,63,0,2,1,0,0.65,0.49,0,37
3161,27-02-2025 08:07,agriculture,central,basic,mobile_app,manual,submitted,62,1417753,71920,66,14232,2,2771,11,5,0.71,0.28,8.3,0,0,76.7,791423,0.3,2,0.23,0,236901,0.06,15,0,0,0,0,-0.69,0.69,0,62
3162,27-02-2025 08:12,life,north,standard,mobile_app,hybrid,approved,41,1249223,78231,116,481007,2,2700,76,3,0.53,0.5,90.6,0,0,61,337846,0.99,1,0.79,0,153367,3.14,169,1,0,1,0,-0.61,0.19,0,64
3163,27-02-2025 08:30,business,east,premium,branch,manual,rejected,33,1394937,11066,34,38531,1,3246,82,5,0.98,0.36,1.4,0,0,36.8,178895,1.44,2,0.87,0,215602,0.18,175,0,0,0,0,-0.39,0.78,0,45
3164,27-02-2025 08:44,health,east,standard,branch,hybrid,approved,48,321345,72515,28,214385,1,1873,11,7,0.9,0.48,71.4,1,0,19,368141,0.96,1,0.51,0,110888,1.93,261,1,0,0,0,-0.98,0.17,0,43
3165,27-02-2025 08:55,business,south,premium,mobile_app,hybrid,under_review,35,270654,15629,81,473363,2,3884,14,5,0.66,0.84,28.7,0,0,39.4,99288,0.72,1,0.43,0,51686,9.16,282,0,0,0,1,0.14,0.84,0,61
3166,27-02-2025 09:05,business,east,standard,agent,hybrid,submitted,23,704590,78877,114,274544,2,2022,32,8,0.52,0.4,81.9,1,0,30.4,783108,1.49,1,0.37,0,16921,16.22,43,1,0,1,0,0.6,0.34,1,79
3167,27-02-2025 09:18,home,east,standard,mobile_app,hybrid,investigating,65,1979985,51902,103,266493,3,2805,18,5,0.9,0.71,,0,1,62.6,256682,1.46,0,0.93,0,147348,1.81,4,1,0,0,0,0.22,0.61,0,68
3168,27-02-2025 09:24,vehicle,north,standard,web,auto,rejected,48,975802,62569,29,111218,1,979,46,9,0.25,0.22,99.5,1,1,11.1,917138,0.6,2,0.36,0,172972,0.64,156,1,0,0,0,-0.5,0.43,0,59
3169,27-02-2025 09:41,business,north,basic,agent,manual,rejected,38,568769,9923,81,270426,3,2348,26,2,0.86,0.72,37.1,0,1,41.6,643174,1.4,0,0.27,0,43401,6.23,203,1,1,1,0,-0.13,0.58,1,89
3170,27-02-2025 09:50,agriculture,east,premium,mobile_app,manual,investigating,65,985246,28586,30,215690,2,2869,47,4,0.92,0.3,54.7,3,0,37,739650,0.26,1,0.23,0,158526,1.36,281,1,0,1,0,-0.11,0.96,0,44
3171,27-02-2025 10:00,agriculture,south,premium,agent,manual,under_review,52,1618845,13285,21,342116,0,1868,14,3,0.78,0.58,34.1,0,0,83.9,332411,0.57,1,0.29,0,239813,1.43,176,0,1,0,0,0.44,0.85,0,13
3172,27-02-2025 10:19,warranty,north,premium,web,hybrid,rejected,43,1324404,59605,59,193055,2,2060,78,1,0.35,0.67,86.3,0,0,46.4,609693,0.84,0,0.43,0,121297,1.59,37,0,1,1,0,-0.15,0.89,1,81
3173,27-02-2025 10:24,warranty,west,standard,branch,manual,submitted,52,1899699,13501,96,58345,0,2242,32,0,0.24,0.34,53.6,1,0,74.9,241624,1.28,0,0.61,0,29558,1.97,156,2,1,0,0,-0.64,0.31,0,67
3174,27-02-2025 10:37,agriculture,north,premium,branch,manual,investigating,51,1047724,79898,36,375567,0,2039,26,1,0.34,0.23,14.3,3,2,38.7,932070,0.35,1,0.27,0,61231,6.13,8,0,1,0,0,-0.28,0.36,1,91
3175,27-02-2025 10:50,agriculture,north,basic,web,manual,investigating,45,641860,40415,77,432471,0,626,87,9,0.37,0.34,90.7,0,0,67.8,688402,0.31,3,0.73,0,75237,5.75,4,0,1,1,0,-0.12,0.3,1,70
3176,27-02-2025 11:05,vehicle,west,standard,web,manual,under_review,48,,40449,32,377267,3,995,5,8,0.98,0.57,94.8,1,3,79.4,682688,0.37,1,0.77,0,113930,3.31,131,0,0,0,1,-0.83,0.14,1,84
3177,27-02-2025 11:19,agriculture,east,standard,agent,auto,rejected,54,795805,60105,78,238173,1,3477,,4,0.11,0.81,4.1,2,0,23.5,715416,0.42,1,0.86,0,231655,1.03,74,1,0,1,0,-0.09,0.35,0,11
3178,27-02-2025 11:29,home,south,standard,web,auto,under_review,69,328778,57834,32,163147,1,1041,36,3,1,0.85,90.3,1,0,76.8,987589,0.3,3,0.79,0,166542,0.98,147,3,0,1,0,-0.41,0.61,0,69
3179,27-02-2025 11:43,life,west,premium,agent,manual,submitted,51,1579402,35793,114,221812,1,2994,2,7,0.01,0.77,22,0,0,25.6,279957,0.13,3,0.84,0,133045,1.67,134,3,0,0,0,0.76,0.37,1,71
3180,27-02-2025 11:54,vehicle,south,basic,agent,manual,approved,22,1086086,12746,85,280766,0,46,85,6,0.52,0.78,76.7,0,0,22.2,111038,0.2,1,0.75,0,210413,1.33,118,0,2,1,0,0.23,0.65,0,51
3181,27-02-2025 12:05,business,north,basic,branch,hybrid,submitted,25,1974285,54603,36,285123,1,1490,,3,0.55,0.51,61,0,0,19.1,655620,0.62,2,0.92,1,92643,3.08,48,3,0,1,0,-0.69,0.78,0,34
3182,27-02-2025 12:14,vehicle,north,standard,agent,manual,approved,72,1565978,70366,35,423385,2,1370,9,0,0.7,0.52,85.4,0,1,61.1,332102,1.31,3,0.23,0,203412,2.08,62,0,0,0,0,0.73,0.84,0,18
3183,27-02-2025 12:30,health,north,standard,branch,auto,submitted,59,611882,22579,59,208704,3,3483,61,7,0.62,0.71,23.6,1,1,60.2,930390,1.3,1,0.49,1,261263,0.8,220,1,1,0,0,-0.7,0.34,0,51
3184,27-02-2025 12:39,agriculture,east,standard,mobile_app,hybrid,investigating,59,881474,74473,44,278052,3,1170,22,4,0.28,0.87,18.2,0,2,36.2,562292,1.47,1,0.78,0,276699,1,271,2,1,0,0,0.42,0.5,0,39
3185,27-02-2025 12:56,warranty,east,standard,branch,manual,submitted,41,1315703,10207,85,89815,1,3678,83,6,0.56,0.22,88.9,0,0,83.9,607567,1.13,0,0.36,0,63331,1.42,74,3,1,0,0,-0.51,0.38,0,31
3186,27-02-2025 13:06,agriculture,east,standard,web,hybrid,under_review,57,1516023,14381,74,302038,0,289,32,0,0.43,0.7,81.8,2,0,88,646779,0.18,0,0.56,0,213058,1.42,6,0,1,0,0,-0.25,0.7,0,24
3187,27-02-2025 13:16,life,east,standard,mobile_app,manual,investigating,53,787526,29251,41,207928,1,3429,35,6,0.09,0.49,48.3,1,0,61.4,876146,1.14,2,0.59,1,123021,1.69,24,2,0,1,0,-0.11,0.79,0,61
3188,27-02-2025 13:31,life,north,basic,web,hybrid,submitted,28,1661399,31865,70,422380,2,1405,67,2,0.96,0.2,87.6,1,0,18.5,604255,0.3,3,0.77,0,98386,4.29,213,2,1,0,0,-0.87,0.92,1,62
3189,27-02-2025 13:44,home,central,standard,branch,hybrid,submitted,31,1403697,47725,104,238006,1,791,4,2,0.91,0.63,59.2,0,0,13.6,907743,0.88,3,0.39,0,201492,1.18,286,1,0,0,0,-0.06,0.98,0,65
3190,27-02-2025 13:52,agriculture,west,standard,branch,auto,submitted,58,766398,54103,36,252187,2,1870,68,4,0.81,0.59,52.4,0,0,56.2,370039,1.34,1,0.57,0,119522,2.11,218,1,2,1,0,0.29,0.87,0,57
3191,27-02-2025 14:04,life,central,basic,mobile_app,manual,under_review,62,,51932,105,122564,1,1230,,7,0.11,0.79,82,0,1,13.4,340470,0.42,0,0.81,1,61675,1.99,33,2,0,0,0,0.17,0.87,1,93
3192,27-02-2025 14:12,vehicle,north,standard,web,hybrid,investigating,26,417612,70862,47,372422,5,666,31,9,0.49,0.29,84.1,0,0,22,819657,1.43,0,0.93,0,183062,2.03,12,1,0,0,1,-0.7,0.57,1,100
3193,27-02-2025 14:30,vehicle,south,standard,branch,auto,under_review,24,1996257,12488,35,144341,3,3913,37,4,0.66,0.27,64,0,1,33.5,935727,0.53,0,0.61,0,74291,1.94,159,0,0,0,0,0.29,0.17,0,48
3194,27-02-2025 14:42,life,central,standard,mobile_app,hybrid,under_review,42,1238419,45550,74,323742,3,2458,17,1,0.57,0.84,36,1,0,24,271474,1.3,2,0.66,0,150824,2.15,5,0,1,0,0,0.88,0.86,0,11
3195,27-02-2025 14:53,education,central,standard,branch,hybrid,submitted,57,1636810,31168,62,359215,2,3961,,9,0.1,0.18,19.2,1,0,54,813373,1.18,2,0.24,0,278805,1.29,24,1,0,1,0,0.14,0.31,0,51
3196,27-02-2025 15:04,life,west,standard,mobile_app,manual,investigating,19,869727,64141,94,50949,0,3106,66,9,0.64,0.15,84.2,0,0,73.2,260536,0.25,1,0.6,0,76285,0.67,288,2,0,0,0,0.68,0.77,0,7
3197,27-02-2025 15:14,home,south,standard,web,auto,rejected,27,1201514,75014,58,232579,2,1890,18,4,0.83,0.72,33.6,0,1,61.6,858336,1.27,0,0.58,0,24155,9.63,63,1,1,1,0,0.11,0.65,1,100
3198,27-02-2025 15:29,life,west,standard,branch,auto,submitted,54,1351653,30166,99,231162,2,2592,41,5,0.28,0.7,49.5,0,1,87.8,74340,0.53,2,0.36,0,209693,1.1,210,2,0,0,1,0,0.76,0,49
3199,27-02-2025 15:39,warranty,south,standard,web,manual,under_review,61,1515622,35054,10,418765,1,1225,56,4,0.19,0.86,91.3,0,0,56.1,930545,0.17,2,0.52,0,18274,22.91,256,2,0,0,0,-0.52,0.47,1,77
3200,27-02-2025 15:49,business,east,premium,agent,hybrid,approved,40,1126983,32926,80,57636,1,3491,82,4,0.68,0.38,34.6,0,1,61.2,530890,0.63,2,0.33,0,278709,0.21,290,0,3,1,0,0.89,0.85,0,28
3201,27-02-2025 16:07,health,east,standard,mobile_app,manual,rejected,26,1066190,49773,13,209144,1,397,24,7,0.21,0.57,65.9,0,0,51.8,702458,1.26,2,0.28,0,230103,0.91,150,2,0,0,0,-0.69,0.89,0,52
3202,27-02-2025 16:19,home,north,basic,mobile_app,hybrid,submitted,55,1092841,49176,108,20023,4,2688,13,9,0.42,0.8,52.2,1,0,52.1,800923,0.7,3,0.43,0,145977,0.14,147,1,2,0,0,-0.52,0.4,0,56
3203,27-02-2025 16:25,home,north,standard,mobile_app,auto,investigating,55,1421023,38581,36,119501,3,725,21,0,0.76,0.68,88.9,0,0,22.9,511084,1.06,3,0.36,1,64455,1.85,4,1,0,0,0,-0.64,0.88,0,70
3204,27-02-2025 16:41,vehicle,north,premium,web,hybrid,approved,64,1632686,59107,82,63143,1,3279,81,2,0.72,0.79,18.5,1,0,67.9,367255,0.5,3,0.56,0,293967,0.21,198,1,1,0,0,0.89,0.66,0,21
3205,27-02-2025 16:53,life,east,premium,web,auto,approved,20,1123677,18204,42,311839,4,3546,43,5,0.15,0.28,62.3,0,1,32.6,278891,1.3,1,0.88,0,118900,2.62,250,4,0,0,0,0.42,0.27,1,90
3206,27-02-2025 17:05,education,central,premium,mobile_app,manual,investigating,69,1485127,67175,58,95029,0,1137,0,3,0.78,0.13,95.6,1,0,27.2,649068,0.8,3,0.29,0,159981,0.59,173,1,2,0,0,0.35,0.66,0,64
3207,27-02-2025 17:18,health,south,standard,agent,manual,submitted,37,1534150,74173,104,400337,2,592,47,5,0.7,0.45,89.6,1,0,45.3,776810,1.45,0,0.8,0,24530,16.32,167,0,0,0,0,-0.12,0.69,1,90
3208,27-02-2025 17:25,business,west,premium,web,hybrid,approved,41,1659706,7313,34,149031,2,3819,8,9,0.3,0.42,24,0,0,78.9,672142,0.38,0,0.69,0,99587,1.5,160,1,0,1,1,-0.93,0.16,0,64
3209,27-02-2025 17:40,agriculture,west,basic,web,hybrid,rejected,22,1506108,60941,19,53100,4,3364,1,1,0.76,0.69,34.8,1,0,48.7,94134,0.46,1,0.84,0,265926,0.2,295,2,1,0,0,-0.36,0.86,0,30
3210,27-02-2025 17:53,home,east,premium,agent,auto,rejected,39,1227200,75981,101,94444,3,823,73,4,0.6,0.34,54.6,2,0,55.9,535202,0.8,1,0.91,0,93722,1.01,224,0,0,1,0,-0.73,0.47,0,10
3211,27-02-2025 18:05,health,south,standard,web,hybrid,approved,23,1969185,23102,89,331190,2,169,83,3,0.77,0.64,32.4,1,0,85,270746,0.28,0,0.5,0,175764,1.88,88,1,3,0,1,0.03,0.64,0,15
3212,27-02-2025 18:20,business,central,basic,web,manual,submitted,29,1654965,51476,97,56293,1,2738,13,1,0.69,0.45,34,0,2,76.1,239702,0.19,2,0.31,0,207695,0.27,160,1,0,0,0,0.51,0.12,0,18
3213,27-02-2025 18:31,business,central,basic,agent,auto,under_review,34,1622279,37511,112,208171,1,1805,57,7,0.31,0.67,15.2,1,0,68.6,321859,1.49,1,0.8,0,178315,1.17,132,1,0,0,0,0.95,0.3,0,69
3214,27-02-2025 18:39,warranty,central,premium,mobile_app,manual,submitted,73,1441889,74386,55,418198,1,1460,66,2,0.22,0.58,,1,0,13,430534,1.1,3,0.65,0,121663,3.44,84,1,0,0,0,-0.53,0.14,0,20
3215,27-02-2025 18:54,life,south,premium,branch,manual,under_review,43,474513,48839,26,202854,1,3145,26,3,0.28,0.79,84.1,1,1,12.9,748335,0.43,2,0.2,0,34178,5.94,150,0,0,0,1,-0.1,0.53,1,67
3216,27-02-2025 19:03,warranty,west,standard,branch,hybrid,submitted,62,456481,36277,7,39117,3,2694,86,1,0.19,0.13,36.2,1,1,13.8,435688,1.41,2,0.24,1,241234,0.16,149,1,0,0,0,0.98,0.17,0,19
3217,27-02-2025 19:13,warranty,central,standard,mobile_app,hybrid,under_review,37,260266,75304,87,94991,4,930,3,9,0.53,0.6,80.6,1,0,92.7,581380,1,2,0.21,1,141042,0.67,239,1,0,1,1,0.43,0.11,1,88
3218,27-02-2025 19:24,education,central,premium,web,auto,rejected,66,241614,49645,116,334936,1,3421,4,1,0.81,0.63,17.6,0,0,92.7,364516,0.17,0,0.22,1,35608,9.41,129,1,0,0,0,0.44,0.12,1,87
3219,27-02-2025 19:41,education,south,premium,agent,manual,approved,62,1871577,36274,65,11333,1,1209,,7,0.16,0.44,44.6,1,0,13.5,178065,0.49,1,0.62,0,92109,0.12,176,2,1,0,0,-0.24,0.37,0,29
3220,27-02-2025 19:52,vehicle,north,premium,web,hybrid,rejected,41,418852,19719,115,384819,1,2939,39,1,0.04,0.29,94.1,1,0,16.5,829758,0.69,2,0.59,0,172792,2.23,6,1,0,0,0,0.61,0.11,0,23
3221,27-02-2025 20:03,warranty,north,basic,web,hybrid,under_review,70,,46414,63,67493,1,2098,34,7,0.87,0.32,21.9,4,0,88.6,858426,0.38,0,0.24,0,120824,0.56,299,0,0,0,0,-0.3,0.4,0,21
3222,27-02-2025 20:16,vehicle,west,premium,mobile_app,manual,approved,64,646405,8869,57,108912,2,2913,34,6,0.46,0.81,93.3,2,0,62.4,212649,1.38,2,0.49,0,182497,0.6,175,3,0,0,0,-0.65,0.86,0,49
